iterazione,loss
22600, 0.0007
22650, 0.0006
22700, 0.0006
22750, 0.0006
22800, 0.0006
22850, 0.0006
22900, 0.0006
22950, 0.0006
23000, 0.0006
23050, 0.0006
23100, 0.0006
23150, 0.0006
23200, 0.0006
23250, 0.0006
23300, 0.0006
23350, 0.0006
23400, 0.0006
23450, 0.0006
23500, 0.0006
23550, 0.0006
23600, 0.0006
23650, 0.0006
23700, 0.0006
23750, 0.0006
23800, 0.0006
23850, 0.0006
23900, 0.0006
23950, 0.0006
24000, 0.0006
24050, 0.0006
24100, 0.0006
24150, 0.0006
24200, 0.0006
24250, 0.0006
24300, 0.0006
24350, 0.0010
24400, 0.0010
24450, 0.0010
24500, 0.0010
24550, 0.0010
24600, 0.0010
24650, 0.0010
24700, 0.0009
24750, 0.0009
24800, 0.0009
24850, 0.0009
24900, 0.0009
24950, 0.0009
25000, 0.0009
25050, 0.0009
25100, 0.0009
25150, 0.0009
25200, 0.0009
25250, 0.0009
25300, 0.0008
25350, 0.0008
25400, 0.0008
25450, 0.0008
25500, 0.0008
25550, 0.0008
25600, 0.0008
25650, 0.0008
25700, 0.0008
25750, 0.0008
25800, 0.0008
25850, 0.0008
25900, 0.0008
25950, 0.0008
26000, 0.0008
26050, 0.0007
26100, 0.0007
26150, 0.0007
26200, 0.0007
26250, 0.0007
26300, 0.0007
26350, 0.0007
26400, 0.0007
26450, 0.0007
26500, 0.0007
26550, 0.0007
26600, 0.0007
26650, 0.0007
26700, 0.0007
26750, 0.0007
26800, 0.0007
26850, 0.0007
26900, 0.0007
26950, 0.0007
27000, 0.0009
27050, 0.0009
27100, 0.0009
27150, 0.0009
27200, 0.0009
27250, 0.0009
27300, 0.0008
27350, 0.0008
27400, 0.0008
27450, 0.0008
27500, 0.0008
27550, 0.0008
27600, 0.0008
27650, 0.0008
27700, 0.0008
27750, 0.0008
27800, 0.0008
27850, 0.0008
27900, 0.0008
27950, 0.0008
28000, 0.0007
28050, 0.0007
28100, 0.0007
28150, 0.0007
28200, 0.0007
28250, 0.0007
28300, 0.0007
28350, 0.0009
28400, 0.0011
28450, 0.0010
28500, 0.0010
28550, 0.0009
28600, 0.0009
28650, 0.0009
28700, 0.0009
28750, 0.0009
28800, 0.0008
28850, 0.0008
28900, 0.0008
28950, 0.0008
29000, 0.0008
29050, 0.0008
29100, 0.0008
29150, 0.0008
29200, 0.0008
29250, 0.0007
29300, 0.0007
29350, 0.0007
29400, 0.0007
29450, 0.0007
29500, 0.0007
29550, 0.0007
29600, 0.0007
29650, 0.0007
29700, 0.0007
29750, 0.0007
29800, 0.0007
29850, 0.0007
29900, 0.0007
29950, 0.0007
30000, 0.0007
30050, 0.0007
30100, 0.0007
30150, 0.0007
30200, 0.0007
30250, 0.0006
30300, 0.0006
30350, 0.0006
30400, 0.0006
30450, 0.0006
30500, 0.0006
30550, 0.0006
30600, 0.0006
30650, 0.0006
30700, 0.0006
30750, 0.0006
30800, 0.0009
30850, 0.0011
30900, 0.0010
30950, 0.0010
31000, 0.0009
31050, 0.0009
31100, 0.0009
31150, 0.0009
31200, 0.0008
